Adress,City,Street name,Postal code,Latitude,Longitude,Rooms,Property type,Elevator,Balcony/Terrace,Energy label,Price,Province,Days on Market,Link,Off. vurdering,Home size,Monthly expense,Ground size
Sct Klemensgade 18,Klemensker,Sct Klemensgade 18,3782,55.175247,14.808928,5 værelser,Villa,,,D,595000,Bornholm,Til salg i alt:28dage,https://www.boligsiden.dk/addresses/0a3f50b2-1b46-32b8-e044-0003ba298018,,82,1.052,865
Brøndbyskel 20,Hvidovre,Brøndbyskel 20,2650,55.657234,12.457054,5 værelser,Villa,,,D,6995000,Københavns omegn,55 dage,https://www.boligsiden.dk/addresses/0a3f50a5-4951-32b8-e044-0003ba298018,5.160.000,174,4.481,601
Gl. Viborgvej 18,Jelling,Gl. Viborgvej 18,7300,55.756657,9.378812,3 værelser,Villa,,,F,995000,Sydjylland,767 dage,https://www.boligsiden.dk/addresses/0a3f50bb-aa11-32b8-e044-0003ba298018,939.000,80,1.422,800
Lyrens Alle 15,Kastrup,Lyrens Alle 15,2770,55.62564,12.608416,4 værelser,Villa,,,C,4645000,Byen København,Til salg i alt:35dage,https://www.boligsiden.dk/addresses/0a3f50a7-550f-32b8-e044-0003ba298018,4.883.000,109,4.388,708
Ørnevej 14,Frederikshavn,Ørnevej 14,9900,57.44182,10.530887,4 værelser,Villa/Fritidsbolig,,,D,1495000,Nordjylland,325 dage,https://www.boligsiden.dk/addresses/0a3f50c7-990e-32b8-e044-0003ba298018,965.000,114,1.546,853
Skovgyden 2,Nyborg,Skovgyden 2,5800,55.35677,10.729861,6 værelser,Villa,,,D,1495000,Fyn,51 dage,https://www.boligsiden.dk/addresses/0a3f50b3-6856-32b8-e044-0003ba298018,1.235.000,179,1.634,931
Agertoften 3,Kolding,Agertoften 3,6000,55.500225,9.439275,5 værelser,Villa,,,D,1095000,Sydjylland,986 dage,https://www.boligsiden.dk/addresses/0a3f50bb-d99f-32b8-e044-0003ba298018,2.158.000,191,3.023,1054
Hirsevej 7,Jerup,Hirsevej 7,9981,57.530117,10.417241,5 værelser,Villa,,,C,875000,Nordjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50c7-61bb-32b8-e044-0003ba298018,801.000,179,1.397,790
Bellemøllebanke 14,Stouby,Bellemøllebanke 14,7140,55.70799,9.756801,6 værelser,Villa,,,,3295000,Østjylland,105 dage,https://www.boligsiden.dk/addresses/0a3f50bb-b4f4-32b8-e044-0003ba298018,1.341.000,263,1.634,5076
Skydebanevej 7,Næstved,Skydebanevej 7,4700,55.213387,11.712862,5 værelser,Villa,,,C,3195000,Vest- og Sydsjælland,27 dage,https://www.boligsiden.dk/addresses/0a3f50b0-c1d2-32b8-e044-0003ba298018,2.803.000,182,2.218,845
Grootsvej 18,Solrød Strand,Grootsvej 18,2680,55.53958,12.234635,6 værelser,Villa,,,C,12500000,Østsjælland,65 dage,https://www.boligsiden.dk/addresses/0a3f50ac-587c-32b8-e044-0003ba298018,10.158.000,275,7.143,1334
Kærvej 14,Farsø,Kærvej 14,9640,56.699314,9.199714,6 værelser,Villa/Fritidsbolig,,,C,1550000,Nordjylland,8 dage,https://www.boligsiden.dk/addresses/0a3f50c7-2b10-32b8-e044-0003ba298018,1.124.000,238,1.801,1000
Engvej 21,Køge,Engvej 21,4600,55.43755,12.164072,4 værelser,Villa,,,C,5495000,Østsjælland,13 dage,https://www.boligsiden.dk/addresses/0a3f50ab-62c7-32b8-e044-0003ba298018,3.113.000,132,2.77,915
Vibemosen 25,Greve,Vibemosen 25,2670,55.57414,12.267656,4 værelser,Villa,,,C,3995000,Østsjælland,33 dage,https://www.boligsiden.dk/addresses/0a3f50ab-2b57-32b8-e044-0003ba298018,3.400.000,116,3.322,1042
Lundbovej 5,Stouby,Lundbovej 5,7140,55.701996,9.7948065,5 værelser,Villa,,,C,1495000,Østjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50bb-c4f5-32b8-e044-0003ba298018,915.000,120,1.182,752
Sylowsvej 27,Korsør,Sylowsvej 27,4220,55.32975,11.134656,5 værelser,Villa,,,C,1550000,Vest- og Sydsjælland,44 dage,https://www.boligsiden.dk/addresses/0a3f50ad-f1a5-32b8-e044-0003ba298018,1.089.000,140,1.329,181
Liljevej 48,Hjørring,Liljevej 48,9800,57.4787,9.998398,7 værelser,Villa,,,B,4150000,Nordjylland,5 dage,https://www.boligsiden.dk/addresses/2baf2201-0579-44c0-8347-79856861007b,3.537.000,225,2.834,1020
Den Lille Gade 2,Solrød Strand,Den Lille Gade 2,2680,55.535572,12.181736,6 værelser,Villa,,,E,5200000,Østsjælland,41 dage,https://www.boligsiden.dk/addresses/0a3f50ac-53c3-32b8-e044-0003ba298018,,141,6.252,2115
Bakketoppen 4,Virum,Bakketoppen 4,2830,55.790653,12.467186,6 værelser,Villa,,,D,8850000,Københavns omegn,22 dage,https://www.boligsiden.dk/addresses/0a3f50a6-113d-32b8-e044-0003ba298018,7.588.000,139,6.229,596
Dambjerg 23,Aabenraa,Dambjerg 23,6200,55.05102,9.436302,6 værelser,Villa,,,C,8995000,Sydjylland,Til salg i alt:72dage,https://www.boligsiden.dk/addresses/0a3f50b8-29a7-32b8-e044-0003ba298018,5.034.000,297,3.76,2225
Vindelbro 9,Sorø,Vindelbro 9,4180,55.44393,11.575426,4 værelser,Villa,,,D,5850000,Vest- og Sydsjælland,14 dage,https://www.boligsiden.dk/addresses/efed3d99-6158-45df-8c54-03a55c2eea0e,3.734.000,140,4.269,6102
Søskrænten 78,Viby J,Søskrænten 78,8260,56.132977,10.130075,3 værelser,Rækkehus/Villa,,,B,2395000,Østjylland,319 dage,https://www.boligsiden.dk/addresses/0a3f50c4-6f61-32b8-e044-0003ba298018,2.986.000,83,2.153,10251
Skolegade 30,Odder,Skolegade 30,8300,55.915142,10.251538,6 værelser,Villa,,,C,2995000,Østjylland,30 dage,https://www.boligsiden.dk/addresses/0a3f50c0-b1d1-32b8-e044-0003ba298018,2.527.000,188,2.325,800
Kattegatsvej 1,Frederikshavn,Kattegatsvej 1,9900,57.431343,10.527543,3 værelser,Villa,,,D,1095000,Nordjylland,203 dage,https://www.boligsiden.dk/addresses/0a3f50c7-698a-32b8-e044-0003ba298018,1.017.000,114,1.305,394
Østergade 104,Horsens,Østergade 104,8700,55.867027,9.858583,4 værelser,Villa,,,B,2495000,Østjylland,1 dag,https://www.boligsiden.dk/addresses/0a3f50bb-a5dc-32b8-e044-0003ba298018,1.895.000,110,1.826,140
Landevejen 55,Vejstrup,Landevejen 55,5882,55.108353,10.71312,4 værelser,Villa,,,D,1195000,Fyn,51 dage,https://www.boligsiden.dk/addresses/0a3f50b2-d4e4-32b8-e044-0003ba298018,886.000,101,1.087,771
Hjerndrupvej 41,Christiansfeld,Hjerndrupvej 41,6070,55.339893,9.464117,3 værelser,Villa,,,F,995000,Sydjylland,257 dage,https://www.boligsiden.dk/addresses/0a3f50b6-796e-32b8-e044-0003ba298018,,144,1.563,1633
Østervænge 36,Rødding,Østervænge 36,6630,55.308716,9.153337,5 værelser,Villa,,,C,1495000,Sydjylland,20 dage,https://www.boligsiden.dk/addresses/0a3f50b7-507a-32b8-e044-0003ba298018,990.000,162,1.416,1299
Sdr Villavej 7A,Vejle,Sdr Villavej 7A,7100,55.700985,9.531888,6 værelser,Villa,,,C,7495000,Sydjylland,41 dage,https://www.boligsiden.dk/addresses/0a3f50bc-eed8-32b8-e044-0003ba298018,4.947.000,178,3.908,522
Egernvej 36,Ans By,Egernvej 36,8643,56.307747,9.573631,4 værelser,Villa,,,C,1749000,Østjylland,332 dage,https://www.boligsiden.dk/addresses/0a3f50c5-2158-32b8-e044-0003ba298018,1.423.000,114,1.398,816
Agerfløjen 32,Viby Sjælland,Agerfløjen 32,4130,55.55678,12.015869,7 værelser,Villa,,,C,3875000,Østsjælland,183 dage,https://www.boligsiden.dk/addresses/0a3f50ab-b0f9-32b8-e044-0003ba298018,3.808.000,215,3.398,861
Solbakkevej 36,Holmegaard,Solbakkevej 36,4684,55.25174,11.8795395,4 værelser,Villa,,,C,1795000,Vest- og Sydsjælland,29 dage,https://www.boligsiden.dk/addresses/0a3f50af-a84a-32b8-e044-0003ba298018,1.749.000,155,1.907,950
Østervangsvej 11,Stege,Østervangsvej 11,4780,54.99015,12.290742,4 værelser,Villa,,,C,1295000,Vest- og Sydsjælland,52 dage,https://www.boligsiden.dk/addresses/0a3f50af-fbe8-32b8-e044-0003ba298018,1.252.000,125,1.817,776
Nørregade 20,Vorbasse,Nørregade 20,6623,55.63247,9.079619,6 værelser,Villa,,,E,695000,Sydjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50b8-616f-32b8-e044-0003ba298018,,145,1.117,254
Blichersvej 13,Taastrup,Blichersvej 13,2630,55.65826,12.306588,4 værelser,Villa,,,C,3495000,Københavns omegn,88 dage,https://www.boligsiden.dk/addresses/0a3f50a5-a795-32b8-e044-0003ba298018,3.316.000,126,2.911,603
Mimosevej 10,Tune,Mimosevej 10,4030,55.59809,12.194619,5 værelser,Villa,,,C,3395000,Østsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50ab-0f70-32b8-e044-0003ba298018,3.287.000,120,2.739,700
Holleskovvej 17,Føvling,Holleskovvej 17,6683,55.431274,8.886358,10 værelser,Landejendom/Villa,,,B,3498000,Sydjylland,19 dage,https://www.boligsiden.dk/addresses/0a3f50b9-b0a6-32b8-e044-0003ba298018,2.707.000,338,2.606,20900
Emilsvej 7,Ølstykke,Emilsvej 7,3650,55.78709,12.146493,5 værelser,Villa,,,B,5595000,Nordsjælland,44 dage,https://www.boligsiden.dk/addresses/363cc2db-6753-1eb8-e044-0003ba298018,5.610.000,189,4.75,921
Vallekildevej 28A,Hørve,Vallekildevej 28A,4534,55.752415,11.450484,3 værelser,Villa,,,C,1195000,Vest- og Sydsjælland,9 dage,https://www.boligsiden.dk/addresses/0a3f50ac-d4d6-32b8-e044-0003ba298018,965.000,108,1.405,470
Jacob Paludans Vej 2,Aalborg SV,Jacob Paludans Vej 2,9200,57.01119,9.88269,5 værelser,Villa,,,C,3500000,Nordjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50ca-2f05-32b8-e044-0003ba298018,2.866.000,182,2.611,765
Tannisbugtvej 119,Bindslev,Tannisbugtvej 119,9881,57.5928,10.184807,4 værelser,Villa/Fritidsbolig,,,G,1595000,Nordjylland,43 dage,https://www.boligsiden.dk/addresses/0a3f50c7-fc19-32b8-e044-0003ba298018,1.058.000,120,1.887,1190
Hindbjergvej 19,Kjellerup,Hindbjergvej 19,8620,56.3026,9.474609,8 værelser,Villa,,,E,2495000,Østjylland,47 dage,https://www.boligsiden.dk/addresses/0a3f50c5-2526-32b8-e044-0003ba298018,1.675.000,251,1.909,13695
Nordrevej 4A,Horsens,Nordrevej 4A,8700,55.830643,9.853545,5 værelser,Villa,,,C,2995000,Østjylland,25 dage,https://www.boligsiden.dk/addresses/0a3f50bb-7791-32b8-e044-0003ba298018,3.057.000,173,2.231,906
Mundelstrupvej 17A,Tilst,Mundelstrupvej 17A,8381,56.192837,10.084176,4 værelser,Villa,,,C,1995000,Østjylland,414 dage,https://www.boligsiden.dk/addresses/434d4d3b-1917-0401-e044-0003ba298018,2.467.000,160,2.358,1272
Lyngtoften 25,Skive,Lyngtoften 25,7800,56.549862,9.039405,4 værelser,Villa,,,D,945000,Vestjylland,866 dage,https://www.boligsiden.dk/addresses/0a3f50c5-a6f3-32b8-e044-0003ba298018,1.199.000,150,1.449,776
Valløvej 3,Randers NØ,Valløvej 3,8930,56.471817,10.057731,4 værelser,Villa,,,D,1595000,Østjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50c1-48f5-32b8-e044-0003ba298018,1.753.000,125,2.035,615
Maglebyvej 32,Skælskør,Maglebyvej 32,4230,55.236526,11.322212,5 værelser,Villa,,,E,995000,Vest- og Sydsjælland,2 dage,https://www.boligsiden.dk/addresses/0a3f50ae-6a3e-32b8-e044-0003ba298018,840.000,121,1.353,950
Svalhøjvej 2,Hasle,Svalhøjvej 2,3790,55.181183,14.713618,7 værelser,Villa,,,C,2500000,Bornholm,41 dage,https://www.boligsiden.dk/addresses/0a3f50b2-2cd2-32b8-e044-0003ba298018,1.969.000,205,3.106,4301
Søndre Stænge 3,Svendborg,Søndre Stænge 3,5700,55.001465,10.461948,5 værelser,Villa/Fritidsbolig,,,E,1995000,Fyn,62 dage,https://www.boligsiden.dk/addresses/0a3f50b5-a85a-32b8-e044-0003ba298018,1.162.000,126,1.554,782
Naltoftevej 19,Holstebro,Naltoftevej 19,7500,56.403637,8.753403,2 værelser,Villa,,,D,1095000,Vestjylland,22 dage,https://www.boligsiden.dk/addresses/0a3f50be-154d-32b8-e044-0003ba298018,854.000,109,924.0,772
Smedebakken 56,Herlufmagle,Smedebakken 56,4160,55.332188,11.805451,4 værelser,Villa,,,C,1295000,Vest- og Sydsjælland,14 dage,https://www.boligsiden.dk/addresses/0a3f50b1-76b3-32b8-e044-0003ba298018,1.244.000,144,2.958,690
Gyldenvang Alle 1,Kastrup,Gyldenvang Alle 1,2770,55.62298,12.609416,5 værelser,Villa,,,C,4995000,Byen København,17 dage,https://www.boligsiden.dk/addresses/0a3f50a7-5606-32b8-e044-0003ba298018,5.143.000,119,4.625,731
Rendsagervej 11,Vallensbæk,Rendsagervej 11,2625,55.64322,12.354224,4 værelser,Villa,,,D,3248000,Københavns omegn,19 dage,https://www.boligsiden.dk/addresses/0a3f50a7-89bb-32b8-e044-0003ba298018,3.282.000,109,3.569,415
Istedgade 41,Holstebro,Istedgade 41,7500,56.363697,8.614497,2 værelser,Villa,,,C,1995000,Vestjylland,33 dage,https://www.boligsiden.dk/addresses/0a3f50be-0554-32b8-e044-0003ba298018,1.283.000,118,1.553,317
Hallinggade 17,Humble,Hallinggade 17,5932,54.830685,10.703213,5 værelser,Villa,,,E,945000,Fyn,310 dage,https://www.boligsiden.dk/addresses/0a3f50b5-bc12-32b8-e044-0003ba298018,742.000,134,1.098,763
Ryttervejen 1,Odense NØ,Ryttervejen 1,5240,55.39919,10.463216,4 værelser,Villa,,,D,2100000,Fyn,21 dage,https://www.boligsiden.dk/addresses/0a3f50b4-9b77-32b8-e044-0003ba298018,1.587.000,92,1.947,1383
Kæderupvej 13,Tureby,Kæderupvej 13,4682,55.33675,12.112155,7 værelser,Villa,,,E,3795000,Vest- og Sydsjælland,57 dage,https://www.boligsiden.dk/addresses/0a3f50b1-2d82-32b8-e044-0003ba298018,2.351.000,235,2.485,3229
Ryttervej 11,Skagen,Ryttervej 11,9990,57.727238,10.594967,4 værelser,Villa,,,D,4195000,Nordjylland,16 dage,https://www.boligsiden.dk/addresses/0a3f50c9-3abc-32b8-e044-0003ba298018,2.291.000,142,2.494,522
Hækkerupsvej 4,Ringsted,Hækkerupsvej 4,4100,55.444157,11.785124,6 værelser,Villa,,,C,4495000,Vest- og Sydsjælland,205 dage,https://www.boligsiden.dk/addresses/0a3f50ae-37e3-32b8-e044-0003ba298018,,224,4.453,1300
Uglekær 42,Aabenraa,Uglekær 42,6200,55.062843,9.406852,5 værelser,Villa,,,C,1798000,Sydjylland,13 dage,https://www.boligsiden.dk/addresses/0a3f50b8-5527-32b8-e044-0003ba298018,1.415.000,164,2.312,933
Paludan Müllers Vej 37,Aalborg,Paludan Müllers Vej 37,9000,57.043167,9.965778,3 værelser,Villa,,,D,2498000,Nordjylland,545 dage,https://www.boligsiden.dk/addresses/0a3f50ca-7d25-32b8-e044-0003ba298018,2.763.000,125,2.38,930
Hermelintoften 17,Ribe,Hermelintoften 17,6760,55.28164,8.727292,5 værelser,Villa,,,A2015,2298000,Sydjylland,Til salg i alt:49dage,https://www.boligsiden.dk/addresses/3b502786-a804-4a38-8214-089235d51b6d,1.704.000,162,1.477,928
Nørreled 9,Lemvig,Nørreled 9,7620,56.55151,8.316899,5 værelser,Villa/Fritidsbolig,,,C,1795000,Vestjylland,63 dage,https://www.boligsiden.dk/addresses/0a3f50be-7af4-32b8-e044-0003ba298018,1.073.000,162,1.383,806
Skivevej 37,Kjellerup,Skivevej 37,8620,56.28666,9.308875,10 værelser,Villa,,,C,1595000,Østjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50c5-2e58-32b8-e044-0003ba298018,2.133.000,347,2.155,2703
Egevej 4,Bogense,Egevej 4,5400,55.56407,10.099076,3 værelser,Villa,,,E,995000,Fyn,244 dage,https://www.boligsiden.dk/addresses/0a3f50b2-5b3c-32b8-e044-0003ba298018,1.486.000,107,2.05,830
Tønballevej 8,Juelsminde,Tønballevej 8,7130,55.818817,10.044545,4 værelser,Villa,,,F,895000,Østjylland,Til salg i alt:51dage,https://www.boligsiden.dk/addresses/0a3f50bb-d527-32b8-e044-0003ba298018,1.044.000,122,1.211,792
Brinken 22,Køge,Brinken 22,4600,55.41403,12.254645,5 værelser,Villa,,,,6495000,Vest- og Sydsjælland,32 dage,https://www.boligsiden.dk/addresses/0a3f50ac-73b7-32b8-e044-0003ba298018,4.721.000,178,3.454,804
Elsdyrvej 25,Aalborg SV,Elsdyrvej 25,9200,56.99727,9.877622,4 værelser,Villa,,,C,2098000,Nordjylland,311 dage,https://www.boligsiden.dk/addresses/0a3f50c9-ec4d-32b8-e044-0003ba298018,2.083.000,116,2.203,838
Finsensvej 64,Fredericia,Finsensvej 64,7000,55.53355,9.627279,6 værelser,Villa,,,B,3200000,Sydjylland,54 dage,https://www.boligsiden.dk/addresses/40eb1f85-9d38-4581-e044-0003ba298018,3.131.000,215,2.452,929
Egense Birkevej 1,Svendborg,Egense Birkevej 1,5700,55.03707,10.550005,7 værelser,Villa,,,C,3495000,Fyn,75 dage,https://www.boligsiden.dk/addresses/0a3f50b5-6c41-32b8-e044-0003ba298018,3.559.000,198,3.073,666
Håndværkervænget 12,Væggerløse,Håndværkervænget 12,4873,54.7173,11.925738,5 værelser,Villa,,,C,3295000,Vest- og Sydsjælland,8 dage,https://www.boligsiden.dk/addresses/0a3f50b1-8a60-32b8-e044-0003ba298018,1.590.000,132,2.773,7208
Ejbyvej 67,Lille Skensved,Ejbyvej 67,4623,55.488605,12.078007,3 værelser,Villa,,,C,2995000,Østsjælland,7 dage,https://www.boligsiden.dk/addresses/0a3f50ac-3958-32b8-e044-0003ba298018,1.901.000,75,2.376,790
Ollundsbjerg 14,Sydals,Ollundsbjerg 14,6470,54.928585,9.964821,4 værelser,Villa,,,B,695000,Sydjylland,19 dage,https://www.boligsiden.dk/addresses/0a3f50b7-8f5c-32b8-e044-0003ba298018,672.000,117,1.088,786
Bavnebjerg 5,Fanø,Bavnebjerg 5,6720,55.441376,8.394778,6 værelser,Villa,,,C,3499000,Sydjylland,347 dage,https://www.boligsiden.dk/addresses/0a3f50b9-68dc-32b8-e044-0003ba298018,2.224.000,219,2.357,1068
Nyrupvej 11,Aars,Nyrupvej 11,9600,56.7754,9.509885,5 værelser,Landejendom/Villa,,,D,2798000,Nordjylland,42 dage,https://www.boligsiden.dk/addresses/0a3f50cb-23c5-32b8-e044-0003ba298018,2.266.000,176,2.798,14016
Elme Alle 11A,Hvidovre,Elme Alle 11A,2650,55.64969,12.485014,4 værelser,Villa,,,C,6595000,Københavns omegn,44 dage,https://www.boligsiden.dk/addresses/0a3f50a5-54be-32b8-e044-0003ba298018,5.433.000,138,4.442,456
Sønder Tirslundvej 8,Holsted,Sønder Tirslundvej 8,6670,55.471092,8.939741,4 værelser,Villa,,,,1595000,Sydjylland,48 dage,https://www.boligsiden.dk/addresses/0a3f50b9-b504-32b8-e044-0003ba298018,971.000,115,2.077,12341
Strandvænget 39,Kolding,Strandvænget 39,6000,55.501434,9.525653,8 værelser,Villa,,,D,3995000,Sydjylland,344 dage,https://www.boligsiden.dk/addresses/0a3f50bc-48f5-32b8-e044-0003ba298018,3.789.000,166,3.4,674
Magnolialunden 1,Randers SØ,Magnolialunden 1,8960,56.452583,10.083465,5 værelser,Villa,,,C,2995000,Østjylland,42 dage,https://www.boligsiden.dk/addresses/11f17ae3-c271-0668-e044-0003ba298018,2.887.000,142,2.179,935
Ingevej 3,Espergærde,Ingevej 3,3060,56.003445,12.541318,6 værelser,Villa,,,C,5250000,Nordsjælland,9 dage,https://www.boligsiden.dk/addresses/0a3f50a9-4a84-32b8-e044-0003ba298018,4.576.000,137,4.587,699
Rosenvej 15,Nykøbing F,Rosenvej 15,4800,54.76852,11.8517065,6 værelser,Villa,,,C,2495000,Vest- og Sydsjælland,61 dage,https://www.boligsiden.dk/addresses/0a3f50b0-4371-32b8-e044-0003ba298018,1.667.000,190,1.981,567
Merianvej 16,Silkeborg,Merianvej 16,8600,56.201477,9.603418,5 værelser,Villa,,,A2015,3895000,Østjylland,6 dage,https://www.boligsiden.dk/addresses/17b61265-edf6-4025-8d3a-f0c925fb6536,3.427.000,150,2.479,515
Fredensvej 13,Solrød Strand,Fredensvej 13,2680,55.542164,12.229136,4 værelser,Villa,,,D,4695000,Østsjælland,204 dage,https://www.boligsiden.dk/addresses/0a3f50ac-57c2-32b8-e044-0003ba298018,4.081.000,160,4.113,1057
Jasminvej 3,Regstrup,Jasminvej 3,4420,55.67028,11.627266,7 værelser,Villa,,,B,3095000,Vest- og Sydsjælland,Til salg i alt:29dage,https://www.boligsiden.dk/addresses/2b3d6b24-c0f0-29a6-e044-0003ba298018,3.011.000,165,2.355,825
Blytækkervej 14,Hillerød,Blytækkervej 14,3400,55.924168,12.294128,5 værelser,Villa,,,C,5375000,Nordsjælland,334 dage,https://www.boligsiden.dk/addresses/0a3f50a9-a1af-32b8-e044-0003ba298018,4.606.000,162,3.557,788
Fredensvej 20,Næstved,Fredensvej 20,4700,55.231895,11.772018,3 værelser,Villa,,,C,1995000,Vest- og Sydsjælland,21 dage,https://www.boligsiden.dk/addresses/0a3f50b0-7a8f-32b8-e044-0003ba298018,1.971.000,135,2.634,575
Fasanvej 10A,Vejle Øst,Fasanvej 10A,7120,55.70968,9.590807,6 værelser,Villa,,,C,11495000,Sydjylland,26 dage,https://www.boligsiden.dk/addresses/0a3f50bc-ac0f-32b8-e044-0003ba298018,4.390.000,194,5.05,843
Aagade 8,Sønder Felding,Aagade 8,7280,55.939625,8.7821045,4 værelser,Villa,,,C,1245000,Vestjylland,Til salg i alt:49dage,https://www.boligsiden.dk/addresses/0a3f50bf-60bb-32b8-e044-0003ba298018,837.000,151,1.035,887
Kildebanken 5,Herfølge,Kildebanken 5,4681,55.408825,12.135738,4 værelser,Villa,,,F,2595000,Østsjælland,40 dage,https://www.boligsiden.dk/addresses/0a3f50ab-7404-32b8-e044-0003ba298018,2.524.000,124,2.205,584
Næråparken 31,Årslev,Næråparken 31,5792,55.31114,10.484141,5 værelser,Villa,,,C,2745000,Fyn,61 dage,https://www.boligsiden.dk/addresses/0a3f50b6-2bc2-32b8-e044-0003ba298018,2.215.000,209,2.056,985
Lille Tingbakke 1,Vodskov,Lille Tingbakke 1,9310,57.111813,10.015238,6 værelser,Villa,,,C,3295000,Nordjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50ca-51aa-32b8-e044-0003ba298018,2.346.000,174,2.726,1341
Ligustervej 27,Silkeborg,Ligustervej 27,8600,56.15143,9.481631,3 værelser,Villa,,,C,1695000,Østjylland,15 dage,https://www.boligsiden.dk/addresses/0a3f50c1-e874-32b8-e044-0003ba298018,1.478.000,94,2.162,830
Elmsager 1,Risskov,Elmsager 1,8240,56.205704,10.2119665,4 værelser,Villa,,,C,5248000,Østjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50c2-c041-32b8-e044-0003ba298018,4.105.000,145,3.516,982
Grønnemose Alle 140,Søborg,Grønnemose Alle 140,2860,55.72396,12.50011,3 værelser,Villa,,,E,7195000,Københavns omegn,Til salg i alt:14dage,https://www.boligsiden.dk/addresses/0a3f50a4-4715-32b8-e044-0003ba298018,4.160.000,112,3.909,975
Lerbjergvej 42,Kolding,Lerbjergvej 42,6000,55.490196,9.439367,7 værelser,Villa,,,C,3195000,Sydjylland,28 dage,https://www.boligsiden.dk/addresses/0a3f50bc-1c58-32b8-e044-0003ba298018,2.157.000,144,2.323,792
Holmedal 52,Skanderborg,Holmedal 52,8660,56.02451,9.73488,7 værelser,Villa,,,D,4495000,Østjylland,68 dage,https://www.boligsiden.dk/addresses/0a3f50ba-4160-32b8-e044-0003ba298018,2.578.000,267,3.328,10126
Krimpendam 19,Holstebro,Krimpendam 19,7500,56.351257,8.602771,4 værelser,Villa,,,D,1445000,Vestjylland,7 dage,https://www.boligsiden.dk/addresses/0a3f50be-0aaf-32b8-e044-0003ba298018,1.105.000,80,1.494,696
Ringstedvej 237,Holbæk,Ringstedvej 237,4300,55.648098,11.669259,4 værelser,Villa,,,E,1750000,Vest- og Sydsjælland,13 dage,https://www.boligsiden.dk/addresses/0a3f50ad-9660-32b8-e044-0003ba298018,1.347.000,86,1.841,720
Langagervej 1,Kolding,Langagervej 1,6000,55.475246,9.451498,4 værelser,Villa,,,C,1995000,Sydjylland,35 dage,https://www.boligsiden.dk/addresses/0a3f50bc-1b3d-32b8-e044-0003ba298018,1.646.000,110,2.178,845
Møllebakken 25,Broager,Møllebakken 25,6310,54.89006,9.666846,4 værelser,Villa,,,D,1095000,Sydjylland,23 dage,https://www.boligsiden.dk/addresses/0a3f50b6-6b16-32b8-e044-0003ba298018,886.000,126,1.326,708
Fagotvej 20,Ølstykke,Fagotvej 20,3650,55.76962,12.123166,8 værelser,Villa,,,,3995000,Nordsjælland,40 dage,https://www.boligsiden.dk/addresses/0a3f50aa-b4de-32b8-e044-0003ba298018,3.050.000,200,3.229,814
Vesterbækvej 20,Ribe,Vesterbækvej 20,6760,55.262993,8.796001,5 værelser,Villa,,,D,725000,Sydjylland,37 dage,https://www.boligsiden.dk/addresses/0a3f50b9-db9d-32b8-e044-0003ba298018,1.001.000,152,1.706,4946
Hadrupvej 32,Hundslund,Hadrupvej 32,8350,55.93884,10.043569,5 værelser,Villa,,,C,1395000,Østjylland,61 dage,https://www.boligsiden.dk/addresses/0a3f50c0-9d7e-32b8-e044-0003ba298018,828.000,144,1.129,620
